"Row","Time","Location","Account","Message","Cleaned message","Hashtags","Reply"
"Row21541","2020-04-08 14:02:00","Palace Hills","BusyJBowl","re: @AlwaysSafePowerCompany Thanks for looking out for us! I'll be boiling my water just to be safe tho."," boiling water safe ","","AlwaysSafePowerCompany"
"Row21542","2020-04-08 14:02:00","East Parton","Cristobal_Bryant85","re: @RachelSimmons IDK No one is answering. Emergency service calls are backed up too. I'm on hold,"," answering emergency service calls hold","","RachelSimmons"
"Row21543","2020-04-08 14:02:00","Palace Hills","CleverShahIcecream","re: Everyone's running out of my building. Heard some people say they were TRAPPEDINTHERE!","running building heard people trapped","",""
"Row21545","2020-04-08 14:02:00","Weston","FastThomasBanana","re: Why is the city closed?","city closed","",""
"Row21546","2020-04-08 14:02:00","Old Town","OldTownBlues","Watowordser spraying all over flodding. towordsrying towordso getowords some people towordso head towordsowards towordshe bridge @GallopinGary"," spraying flooding towards people towards head towards bridge ","","GallopinGary"
"Row21547","2020-04-08 14:02:00","Cheddarford","Danny_SumnersDog3","re: Where are the rescue workers?! #MakesItworkers","rescue workers workers","MakesItworkers",""
"Row21549","2020-04-08 14:02:00","Downtown","FamousBreadLeabow","re: I''l mail you soemome water tho","mail so water ","",""
"Row21550","2020-04-08 14:02:00","Southton","CandidDBowl","First accident in it on they it bound approaching he anyone anyone it anything they something anyone and something they landslide victims denied arseistance again","accident bound approaching landslide victims denied stance","",""
"Row21552","2020-04-08 14:02:00","Downtown","CuriousCandyCohen","re:  Rumble App, got it.","rumble app","",""
"Row21553","2020-04-08 14:02:00","Pepper Mill","GrahamWhale45","re: I sure can @Foster1995 I'll mail it in a container inside of another container submerged in water inside a box I think buzfeed did that once"," mail container inside container submerged water inside box feed","","Foster1995"
"Row21554","2020-04-08 14:02:00","Broadview","Betty2004","re: The walls of my building are cracking slowly ","walls building cracking slowly","",""
"Row21555","2020-04-08 14:02:00","Old Town","LovesAdamsCat","Buiildingss are falling down omgggg","buildings falling om","",""
"Row21560","2020-04-08 14:03:00","Terrapin Springs","Casillas1974","re:  Just parseed the hospital.  The doors are locked????","parse hospital doors locked","",""
"Row21563","2020-04-08 14:03:00","Downtown","NadineGuapoG","How You Can Help The anything In The anything In The anything Of he something something On someone he they Himark","himark","",""
"Row21564","2020-04-08 14:03:00","Southwest","CleverOhareIcecream2007","re: Where are the designated shelters?","designated shelters","",""
"Row21565","2020-04-08 14:03:00","Southton","CandidDBowl","re: Help! Trevor and I are wandering, trying to find the disaster shelter.","tr wandering disaster shelter","",""
"Row21566","2020-04-08 14:03:00","Southwest","TallFoncecaCandy","re: she change is real, and nuclear energy will require a multi-million dollar inves...","change real nuclear energy require multi million dollar invest","",""
"Row21569","2020-04-08 14:03:00","Old Town","GeorgiaFuriousBallard","someone something anyone they mention why Ancient Aliens came all the radiation intot he ocean.","mention ancient aliens radiation ocean","",""
"Row21570","2020-04-08 14:03:00","Old Town","LazyMPlate81","Saw the roads were a mess. Didn't even think about the sewers until just now.","roads mess sewers","",""
"Row21571","2020-04-08 14:03:00","Pepper Mill","GrahamWhale45","re:   Scary day. Are the schools damaged? I want my kids home with me","scary day schools damaged kids home","",""
"Row21572","2020-04-08 14:03:00","West Parton","AttentativeUHouse29","re: The 12th of July Bridge is closed until further notice. This is a precautionary action pending safety inspection.Use other routes."," bridge closed notice precautionary action pending safety inspection routes","",""
"Row21573","2020-04-08 14:03:00","Palace Hills","Esther1953Clark","re: So many builddings are gone :sob:","build sob","",""
"Row21574","2020-04-08 14:03:00","Southwest","DarkPrattisPlate","re: we need: bottled water, blankets, first aid and food","bottled water blankets aid food","",""
"Row21575","2020-04-08 14:03:00","Southton","James_MildenbergerBear1977","re: I sure can @Foster1995 I'll mail it in a container inside of another container submerged in water inside a box I think buzfeed did that once"," mail container inside container submerged water inside box feed","","Foster1995"
"Row21576","2020-04-08 14:03:00","West Parton","RachelSimmons","the really pretty old church across from my house has a giant hole in it now. government protect the historical infrastructure challenge","pretty church house giant hole government protect historical infrastructure challenge","",""
"Row21577","2020-04-08 14:03:00","Downtown","Andrea_RaglandBear1960","re: People are downloading the Rumble App at a record pace. The City EOC team praised the willingness of people to help report damage. They are working to incorporate the information directly into the City damage arseessment system. #HateCityCan","people downloading rumble app record pace city team praised willingness people report damage incorporate information directly city damage assessment system hate","HateCityCan",""
"Row21578","2020-04-08 14:03:00","Weston","AttentativeDavidBread","re:  I can't say I'm looking forward tow atching buildings fall, but I can see three that will give me somethign to talk about.","forward tow hing buildings fall something talk","",""
"Row21580","2020-04-08 14:03:00","Weston","FuriousGHouse","re:  I can't get ot of here. Stuff fell of a lot of the old buildings and the street is a mess","stuff fell lot buildings street mess","",""
"Row21582","2020-04-08 14:03:00","Old Town","Linda_ConnerBear1991","re: Ti'ana and I spent 30 minutes trying to find the shelter and it is packed"," spent minutes shelter packed","",""
"Row21583","2020-04-08 14:03:00","Palace Hills","FamousParkerLight","re:  I boil my bottled water...just to be extra safe.","boil bottled water extra safe","",""
"Row21584","2020-04-08 14:03:00","Weston","Timmons53","re: My power jsutust went out! hecko, @AlwaysSafePowerCompany???","power justest gecko ","","AlwaysSafePowerCompany???"
"Row21586","2020-04-08 14:03:00","Old Town","HoldsFlanaganWhale","re: Everyone's running out of my building. Heard some people say they were TRAPPEDINTHERE!","running building heard people trapped","",""
"Row21587","2020-04-08 14:03:00","East Parton","GuapoMillsIcecream","re: The Jade Bridge is closed until further notice. This is a precautionary action pending safety inspection.Use other routes.","jade bridge closed notice precautionary action pending safety inspection routes","",""
"Row21589","2020-04-08 14:03:00","Weston","TallDCouch","re: The Friday Bridge is closed until further notice. This is a precautionary action pending safety inspection.Use other routes.","day bridge closed notice precautionary action pending safety inspection routes","",""
"Row21590","2020-04-08 14:03:00","Southwest","WileyHollinHouse1969","re: @MichaelHorse30 I'm hearing there's 10, 35, or 23 fatalities! Which is it? #WhichCan"," hearing fatalities which","WhichCan","MichaelHorse30"
"Row21591","2020-04-08 14:04:00","Northwest","CuriousLightDiana","re: Moderate damage. Due to concerns over contaminated water, neonatal unit patients are being transferred to other hospitals as a precaution.","moderate damage due concerns contaminated water neonatal unit patients transferred hospitals precaution","",""
"Row21592","2020-04-08 14:04:00","Downtown","ObnoxiousRCouch","re:  I donated a lot to City Trauma, that better count for something when I show up!","donated lot city trauma count","",""
"Row21593","2020-04-08 14:04:00","Downtown","JFleetRigel","re:  I can't say I'm looking forward tow atching buildings fall, but I can see three that will give me somethign to talk about.","forward tow hing buildings fall something talk","",""
"Row21594","2020-04-08 14:04:00","Southwest","RacesJerryFish","re: The Tranky Doo Bridge is closed until further notice. This is a precautionary action pending safety inspection.Use other routes.","tr bridge closed notice precautionary action pending safety inspection routes","",""
"Row21596","2020-04-08 14:04:00","Southwest","PatriciaSmartK","re: Trying to get stocked up on diapers, potable water and super famous fast foods before they run out!","stocked diapers potable water super famous fast foods run","",""
"Row21597","2020-04-08 14:04:00","Safe Town","AlwaysSafePowerCompany","Are you concerned about power in your home? Support nuclear power plant energy which is always safe, fast and reliable, with Always Safe Power Company! #alwayssafe #PowerWaste","concerned power home support nuclear power plant energy safe fast reliable safe power company power","alwayssafe PowerWaste ",""
"Row21598","2020-04-08 14:04:00","Downtown","TFuriousBookhardt","re: The Jade Bridge is closed until futherurther notice. This is a precautionary action pending safutherety inspection.Use other routes. @HogeBear1953","jade bridge closed further notice precautionary action pending safety inspection routes ","","HogeBear1953"
"Row21599","2020-04-08 14:04:00","Palace Hills","HoldsRebecca_HerstadMouse","re: No secretjes here everyone! Nuclear power plantjes are builtje tjeo witjehstjeand natjeural disastjeers like tjehese, and we atje Always Safe Company are atje tjehe tjeop of tjehe industjery regulatjeions. Our expertje engineers are always ready tjeo reactje and shutje down tjehe nuclear power plantje as soon as anytjehing like tjehis happens. Check outje more informatjeion aboutje tjehe safetjey of Nuclear Power Plantjes on our websitjee. We are #alwayssafe!","secrets nuclear power plants built to natural disasters these safe company top industry regulations expert engineers ready to react shut nuclear power plant this check out information about safety nuclear power plants website ","alwayssafe!",""
"Row21600","2020-04-08 14:04:00","Cheddarford","DerekNolan","the next thing they do after spraying earthquake chemicals is taking down teh hospitals so we cant get the brain chemicals out either","spraying earthquake chemicals taking hospitals brain chemicals","",""
"Row21603","2020-04-08 14:04:00","Palace Hills","FleetQuealCouch35","re: Time to turn on the stove! No way am I having me or my Heroes of St. Himark drink contaminated water!","time stove heroes himark drink contaminated water","",""
